"survey_abb";"report_num";"topic_abb";"topic_seq";"topic_header";"unit_num";"old_seq";"topic_level";"invalid";"topic_group";"topic_desc"
"FINANCE";"1";"ACTOT";"2";"Assets: Current ";"88";"1";"2";"False";"";"Current assets are those assets that will be realized in cash, sold or consumed in the production process within one year."
"FINANCE";"1";"ANBREED";"14";"  Assets: Breeding animals";"88";"5";"2";"False";"";"Estimated market value of all livestock animals held for breeding purposes."
"FINANCE";"1";"ANEQUIP";"13";"  Assets: Farm equipment";"88";"4";"2";"False";"";"Estimated market value of the farm share of trucks, cars, tractors, machinery, tools, equipment and implements owned by the operation."
"FINANCE";"1";"ANINVEST";"10";"  Assets: Investment in cooperatives";"88";"1";"2";"False";"";"Estimated market value of all stock in the Farm Credit System and other farm cooperatives."
"FINANCE";"1";"ANOPDW";"12";"  Assets: Operators dwelling";"88";"3";"2";"False";"";"The value of the farm operator's dwelling is included if it is physically located on the farm operation."
"FINANCE";"1";"ANREALE";"11";"  Assets: Land and buildings";"88";"2";"2";"False";"";"Estimated market value of all land and buildings owned by the farm operation.  Any other dwellings, such as those provided to hired labor, are also included if owned by the operation and located on the farm."
"FINANCE";"1";"ANTOT";"9";"Assets: Non-current";"88";"2";"2";"False";"";"Non-current assets are comprised of working assets that support the production process and farm real estate."
"FINANCE";"1";"ATOT";"0";"Farm assets";"88";"0";"";"False";"";"Total assets represents the survey respondents' estimated market value on December 31 of all capital assets owned by the farm operation.  For operations where the operator dwelling is considered part of the farm and located on the farm, the value of the dwelling is included."
"FINANCE";"1";"DSHORT";"17";"  Liabilities: Notes payable within one year";"88";"1";"2";"False";"";"The amount of loans outstanding on December 31 that are due for full repayment within one year."
"FINANCE";"1";"DTOT";"15";"Farm liabilities";"88";"14";"";"False";"";"Total liabilities are composed of any monetary obligations of the farm operation on December 31.   The amount reported includes principal due and any unpaid interest.  Debts for nonfarm purposes, even if farm or ranch assest are used as collateral, are excluded."
"FINANCE";"1";"KOUNT";"-1";"Farms";"15";"-1";"";"False";"";"Estimated number of farms."
"FINANCE";"1";"LCINT";"19";"  Liabilities: Accrued interest";"88";"3";"2";"False";"";"Estimated as the amount of interest that has accumulated since the previous interest payment."
"FINANCE";"1";"LCPAY";"20";"  Liabilities: Accounts payable";"88";"4";"2";"False";"";"The obligation that the farm business owes to its creditors for buying goods or services.   It is the unpaid invoices, bills, or statements for goods or services rendered by outside contractors, vendors or suppliers."
"FINANCE";"1";"LCTERM";"18";"  Liabilities: Current portion of term debt";"88";"2";"2";"False";"";"The current portion of long term debt is the amount of principal that will be due within one year of the date of the balance sheet"
"FINANCE";"1";"LCTOT";"16";"Liabilities: Current";"88";"1";"2";"False";"";"Current liabilities are the debts a farm businesses owes which must be paid within one year."
"FINANCE";"1";"LNNREALE";"22";"  Liabilities: Nonreal estate";"88";"1";"2";"False";"";"The amount of debt owed by the farm business for non-real estate loans."
"FINANCE";"1";"LNREALE";"23";"  Liabilities: Real estate";"88";"2";"2";"False";"";"The amount of debt owed by the farm business for real estate loans."
"FINANCE";"1";"LNTOT";"21";"Liabilities: Noncurrent";"88";"2";"2";"False";"";"Money owed by the farm business for a period one year or more in the future."
"FINANCE";"1";"NETW";"24";"Farm equity";"88";"23";"2";"False";"";"Total farm business qassets minus farm business liabilities on December 31."
"FINANCE";"2";"EFINS";"21";"Insurance premiums";"88";"3";"3";"False";"";"Amount spent by the farm operation for Federal Crop Insurance, and the farm share of motor vehicle, liability, and blanket policies which provide more than one year's coverage."
"FINANCE";"2";"EFINT";"20";"Interest";"88";"2";"3";"False";"";"Amount paid by the farm operation for interest on farm business loans and mortgages, land contracts, and other farm loans secured by real estate, finance charges for operating loans, machinery and equipments loans, or any other interest on non real estate loans."
"FINANCE";"2";"EFRENT";"22";"Rent and lease payments";"88";"4";"3";"False";"";"Expenses for land rental (including Public Industrial Grazing Association land), all vehicles, tractors, farm machinery, equipment and structures leased."
"FINANCE";"2";"EFTAXES";"19";"Real estate and property taxes";"88";"1";"3";"False";"";"Expenses for taxes on farm land, buildings, capital improvements, machines, livestock, and other property.  Includes all taxes paid during the calendar year even though they may have been levied in another year."
"FINANCE";"2";"EFTOT";"18";"Fixed expenses";"88";"2";"2";"False";"";"Represent costs incurred by the farm operation during the calendar year, even when there is no production."
"FINANCE";"2";"ENBEN";"25";"Labor, non-cash benefits";"88";"25";"";"False";"";"Includes an estimate of the value of housing or lodging provided to workers, meals, fuel, vehicles, utilities, or payment-in-kind.  An estimate of the value of products produced and consumed on the farm is provided by the survey respondent.  The imputed rental value of farm dwellings is calculated for dwellings located on the farm and is based on rent-to-value ratios for different value ranges of the dwelling."
"FINANCE";"2";"ENDEPR";"24";"Depreciation";"88";"24";"";"False";"";"An allocation of the portion of the original cost of a capital asset to each of the estimated years in which the asset will be used.  The type of depreciation reported on the survey typically resembles the figure reported on tax returns."
"FINANCE";"2";"ETOT";"5";"Total cash expenses";"88";"5";"1";"False";"";"Cash expenses represent the total amount of funds paid out by the farm operation during a calendar year.  Expenses paid by landlords or parties for which a contractual agreement existed during the year are excluded from cash expenses reported for farm operations.  Marketing charges such as commissions, storage, inspection, insurance, drying, check-offs, yardage, and auction are excluded from cash expenses."
"FINANCE";"2";"EVCWORK";"16";"Machine-hire and custom work";"88";"10";"3";"False";"";"Amount spent by the operation for custom hauling and other custom work such as land tillage, planting or seeding, harvesting, and soil testing.  Custom work is defined as work preformed by machines and labor hired as a unit."
"FINANCE";"2";"EVFEED";"8";"Feed";"88";"2";"3";"False";"";"Amount paid by the farm operation for all feed grains, hay, forages, mixed or formula feeds, concentrates, supplements, premixes, salt, minerals, animal by-products, and all other feed additives and ingredients."
"FINANCE";"2";"EVFERTC";"11";"Fertilizer and chemicals";"88";"5";"3";"False";"";"Amount the farm operation paid for commercial fertilizers, lime and soil conditioners, pesticides, insecticides, herbicides, fungicides, defoliants, nematicides, fumigants, growth regulators, and rodenticides used on crops, pasture, acreage idled under government programs, seeds, crop storage buildings or seed beds."
"FINANCE";"2";"EVFUELO";"14";"Fuels and oils";"88";"8";"3";"False";"";"Farm share of the operations' purchases of diesel, gasoline, liquid petroleum, natural gas, other fuels (kerosene, coal, wood), and motor oils and fluids.  Includes fuels used for heating farm buildings, to heat a farm office, for drying or curing crops, and all machinery and equipment (including irrigation pumps)."
"FINANCE";"2";"EVLABOR";"13";"Labor";"88";"7";"3";"False";"";"Expenses for contract and hired labor engaged in ""agricultural work"" during the calendar year.  Total cash wages include bonuses for all hired workers(including paid family members) and employees' share of social security taxes.  Costs associated with fringe benefits such as insurance, pensions, workers compensation, and unemployment compensation are also included in labor expense.  Wages paid to operators that are not hired managers are excluded."
"FINANCE";"2";"EVLOTH";"9";"Other livestock-related";"88";"3";"3";"False";"";"Amount paid by the farm operation during the calendar year for livestock leasing: custom feed processing, grinding or mixing of feed: bedding, litter, or straw: pasturing, grazing or custom feeding, veterinarian services or supplies, amount spent for sprays, dips, dusts or any other chemicals, sheep sheering, horse-shoeing, removal of dead animals, branding, artificial insemination and breeding fees, and performance testing."
"FINANCE";"2";"EVLVPUR";"7";"Livestock purchases";"88";"1";"3";"False";"";"The total amount paid for livestock and poultry including commission, yardage, insurance and other associated fees.  Breeding livestock treated a depreciable capital is not included."
"FINANCE";"2";"EVMAINR";"15";"Repairs and maintenance";"88";"9";"3";"False";"";"Amount paid by the operation for repairs and maintenance of motor vehicles, machinery and equipment, irrigation and frost protection equipment, farm buildings, the operator's dwelling and any other labor dwellings, fencing, soil conservation structures, drainage structures, and any other farm or ranch structures (corrals, feedlots, feeding floors)."
"FINANCE";"2";"EVOTH";"17";"Other variable expenses";"88";"11";"3";"False";"";"Includes supplies, motor vehicle registration fees, transportation and storage, and all other general business expenses (for example, fees paid to accountants or attorneys, registration of purebred animals, travel expenses, postage, and magazine subscriptions)."
"FINANCE";"2";"EVSEEDP";"10";"Seed and plants";"88";"4";"3";"False";"";"Expenses for purchases of seeds, plants, and related expenses such as seed cleaning, inoculation, rooting hormones, bagging, germinating, and delinting"
"FINANCE";"2";"EVTOT";"6";"Variable expenses";"88";"1";"2";"False";"";"Expenses incurred in the production process that vary with the quantity and prices of inputs used."
"FINANCE";"2";"EVUTIL";"12";"Utilities";"88";"6";"3";"False";"";"Farm operations' share of expenses for electricity, telephone, and water including charges for irrigation water and electricity."
"FINANCE";"2";"ICROP";"2";" Crop sales";"88";"2";"2";"False";"";"The amount received from cash sales and marketing or forward contracts for all crops plus the difference between Commodity Credit Corporation crop placements and redemptions.  Payments received for crops produced in previous years or delivered under prior year's marketing contracts are included."
"FINANCE";"2";"IGCFI";"0";"Gross cash income";"88";"0";"1";"False";"";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"2";"IGOVT";"3";" Government payments";"88";"3";"2";"False";"";"Gross value of direct government payments received by farm operations during the calendar year.  Programs for which payments are received include:  direct payments, counter-cyclical payments, loan deficiency payments (LDPs), marketing loan gains, peanut quota buyout program, milk income loss contract payments, disaster payments, conservation reserve program (CRP), wetlands reserve program (WRP), environmental quality incentive program (EQIP), and all other federal and state programs."
"FINANCE";"2";"ILIV";"1";" Livestock income";"88";"1";"2";"False";"";"The value of all livestock and poultry sold from the farm operation net of any marketing charges.  All sales of livestock through marketing contracts or payments received from prior years' contracts are also included.  For integrated operations, which do not sell the livestock but pass them on to another phase of the operation, an estimate of the value of the livestock moving through the operation is captured as sales."
"FINANCE";"2";"INCFI";"23";"Net cash farm income";"88";"23";"1";"False";"";"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations."
"FINANCE";"2";"INFI";"28";"Net farm income";"88";"28";"1";"False";"";"Net farm income indicates the profit or loss associated with current production.  It represents the return (both monetary and non-monetary) to farm operators for their labor, management and capital, after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.  "
"FINANCE";"2";"INMON";"27";"Nonmoney income";"88";"27";"";"False";"";"An estimated value of items produced and consumed on the farm, and the imputed rental value of farm dwellings"
"FINANCE";"2";"IOTHFM";"4";" Other farm-related income";"88";"4";"2";"False";"";"Includes income from machine-hire, custom work, livestock grazing, land rental, contract production fees, outdoor recreation, timber sales,  hedging profit or losses, insurance indemnities, cooperative patronage dividends and refunds, leasing of livestock and machinery or equipment, and any other farm-related source."
"FINANCE";"2";"IVALINV";"26";"Value of inventory change";"88";"26";"";"False";"";"The change in the market value of all crops, livestock or purchased inputs from January 1, of the calendar to December 31."
"FINANCE";"2";"KOUNT";"-1";"Farms";"15";"-1";"";"False";"";"Estimated number of farms."
"FINANCE";"3";"FRATNUM";"7";"Asset turnover ratio";"17";"7";"";"False";"";"The asset turnover ratio, which is calculated as the farm production value divided by total farm assets, measures the income generated per dollar of assets used in production."
"FINANCE";"3";"FRCRNUM";"0";"Current ratio";"16";"0";"";"False";"";"The current ratio, one measure of liquidity, indicates the extent to which the liquidation of current assets would be sufficient to cover current liabilities.  The value of this ratio will vary throughout the production cycle and by type of business.  Greater liquidity is indicated by higher ratio values."
"FINANCE";"3";"FRDANUM";"2";"Debt/asset ratio";"4";"2";"";"False";"";"The debt/asset ratio is defined as total liabilities divided by total assets.  This ratio indicate the risk associated with the operation's financial structure."
"FINANCE";"3";"FRDCNUM";"6";"Term debt coverage ratio";"17";"6";"";"False";"";"This ratio is a variant of the term debt and capital lease coverage ratio recommended by the Farm Financial Standards Council. It measures income available for debt coverage relative to required debt service payments. It is defined as net farm income plus depreciation plus interest on term debt divided by annual scheduled principal and interest payments on term debt."
"FINANCE";"3";"FRECONUM";"9";"Economic cost-to-output ratio";"4";"9";"";"False";"";"Economic costs are calculated as total cash costs plus an allowance for depreciation, along with an imputed return to management and to unpaid labor of the operator and family labor.  The ratio is calcualted as total economic costs divided by gross farm income."
"FINANCE";"3";"FROENUM";"8";"Operating expense ratio";"4";"8";"";"False";"";"The operating expense ratio equals cash operating expenses divided by gross cash income of the farm business.  This ratio measures the extent to which the cash income generated by the business is absorbed by the annual costs of production.  The lower the ratio is, the more effective the farm operation is in generating returns."
"FINANCE";"3";"FROPMNUM";"5";"Operating profit margin";"4";"5";"";"False";"";"The profit margin ratio is calculated as net farm income divided by production value and indicates the farm operator's ability to control the level of farm business costs relative to the volume of revenues generated."
"FINANCE";"3";"FRROANUM";"3";"Rate of return on assets";"4";"3";"";"False";"";"Rate of return on assets is defined as net farm income plus interest expenses minus estimated charges for operator labor and management, divided by total assets.  This ratio reveals the returns received by the farm operator for both debt and equity capital invested."
"FINANCE";"3";"FRROENUM";"4";"Rate of return on equity";"4";"4";"";"False";"";"Rate of return on equity equals net farm income minus estimated charges for operator labor and management, divided by net worth.  This ratio indicates the relationship between net profits and equity of the farm business.  A negative return on equity is a relative measure of financial stress.  The absolute size of the ratio roughly measures the rate at which a farm business is adding to or consuming from its own capital stock."
"FINANCE";"3";"FRWCNUM";"1";"Working capital-to-expense ratio";"4";"1";"";"False";"";"Working capital is calcualted as by subtracting total current liabilities from total current farm assets.  The ratio is calcualted as working capital divided by toal cash operating expenses."
"FINANCE";"3";"KOUNT";"-1";"Farms";"15";"-1";"";"False";"";"Estimated number of farms."
"FINANCE";"4";"ACRES";"3";"Acres operated per farm";"3";"3";"";"False";"";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"4";"FMNUM";"0";"Number of farms";"1";"0";"";"False";"";"The share (percent) of farms in each report column"
"FINANCE";"4";"OPED1";"20";"Operator education: Less than high school";"4";"1";"2";"False";"";"The share of farm operators in the report column that did not complete high school"
"FINANCE";"4";"OPED2";"21";"Operator education: Completed high school";"4";"2";"2";"False";"";"The share of farm operators in the report column that completed high school"
"FINANCE";"4";"OPED3";"22";"Operator education: Some college";"4";"3";"2";"False";"";"The share of farm operators in the report column that completed some college (less than four years)"
"FINANCE";"4";"OPED4";"23";"Operator education: Completed 4 years college or more";"4";"4";"2";"False";"";"The share of farm operators in the report column that completed four years of college or more"
"FINANCE";"4";"OPHR1";"31";"Operator hours worked annually on farm: Less than 500";"4";"1";"2";"False";"";"The share of farm operators in the report column that worked less than 500 hours on the farm"
"FINANCE";"4";"OPHR2";"32";"Operator hours worked annually on farm: 500 to 999";"4";"2";"2";"False";"";"The share of farm operators in the report column that worked between 500 and 999 hours on the farm"
"FINANCE";"4";"OPHR3";"33";"Operator hours worked annually on farm: 1,000 to 1,999";"4";"3";"2";"False";"";"The share of farm operators in the report column that worked between 1000 and 1,999 hours on the farm"
"FINANCE";"4";"OPHR4";"34";"Operator hours worked annually on farm: 2,000 or more";"4";"4";"2";"False";"";"The share of farm operators in the report column that worked 2000 or more hours on the farm"
"FINANCE";"4";"OPOC1";"10";"Operator occupation: Farming";"4";"1";"2";"False";"";"The share of farm operators in the report column that reported farming as their primary occupation"
"FINANCE";"4";"OPOC2";"11";"Operator occupation: Something else";"4";"2";"2";"False";"";"The share of farm operators in the report column that reported something else (other than farming or retired) as their primary occupation"
"FINANCE";"4";"OPOC3";"12";"Operator occupation: Retired";"4";"3";"2";"False";"";"The share of farm operators in the report column that reported retired as their primary occupation"
"FINANCE";"4";"TACRES";"2";"Total acres operated";"18";"2";"";"False";"";"The share (percent) of acres operated accounted for by farms in each report column"
"FINANCE";"4";"TEN1";"5";"Farms by tenure: Full owner";"4";"1";"2";"False";"";"The share of farms in the report column that own all of the land operated."
"FINANCE";"4";"TEN2";"6";"Farms by tenure:  Part owner";"4";"2";"2";"False";"";"The share of farms in the report column that own some of the land operated."
"FINANCE";"4";"TEN3";"7";"Farms by tenure: Tenant";"4";"3";"2";"False";"";"The share of farms in the report column that rent all of the land operated."
"FINANCE";"4";"VPRODTOT";"1";"Total value of production";"34";"1";"";"False";"";"The share (percent) of the total value of production accounted for by farms in each report column"
"FINANCE";"5";"DRCNUM10";"11";"Repayment capacity use (10%)";"4";"11";"";"False";"";"The ratio of actual debt to maximum debt repayment capacity measures the extent of use of potential credit repayment ability.  Calculated assuming 10 percent interest rate (for more details see: http://www.ers.usda.gov/briefing/farmincome/glossary/def_drcu.htm)"
"FINANCE";"5";"DRCNUM75";"10";"Repayment capacity use (7.5%)";"4";"10";"";"False";"";"The ratio of actual debt to maximum debt repayment capacity measures the extent of use of potential credit repayment ability.  Calculated assuming 7.5 percent interest rate (for more details see: http://www.ers.usda.gov/briefing/farmincome/glossary/def_drcu.htm)"
"FINANCE";"5";"DRDCM";"5";"Debt coverage margin";"88";"5";"";"False";"";"Calculated as income for debt coverage minus the amount of funds necessary for debt payment of current obligations  (for more details see: http://www.ers.usda.gov/briefing/farmincome/glossary/def_drcu.htm)."
"FINANCE";"5";"DRINC";"3";"Income for debt coverage";"88";"3";"";"False";"";"Calcualted as net farm income plus interest on capital debt.  Indicates the funds available for debt repament (for more details see: http://www.ers.usda.gov/briefing/farmincome/glossary/def_drcu.htm)."
"FINANCE";"5";"DRINTP";"4";"Principal/interest payments";"88";"4";"";"False";"";"Reported farm business intrest payments and estimated principal payments."
"FINANCE";"5";"DRMAXD10";"9";"Max feasible debt (10%)";"88";"9";"";"False";"";"The maximum amount of debt that can repaid given current income.  Caluclated at 10 percent interest rate amortized over a hypothetical repayment term of 7 years (for more details see: http://www.ers.usda.gov/briefing/farmincome/glossary/def_drcu.htm)."
"FINANCE";"5";"DRMAXD75";"8";"Max feasible debt (7.5%)";"88";"8";"";"False";"";"The maximum amount of debt that can repaid given current income.  Caluclated at 7.5 percent interest rate amortized over a hypothetical repayment term of 7 years (for more details see: http://www.ers.usda.gov/briefing/farmincome/glossary/def_drcu.htm)."
"FINANCE";"5";"DRMAXPAY";"6";"Maximum loan payment";"88";"6";"";"False";"";"Calculated as income for debt coverage divided by the minimum debt coverage ratio."
"FINANCE";"5";"DTOT";"7";"Total reported debt";"88";"7";"";"False";"";"Total liabilities are composed of any monetary obligations of the farm operation on December 31.   The amount reported includes principal due and any unpaid interest.  Debts for nonfarm purposes, even if farm or ranch assest are used as collateral, are excluded."
"FINANCE";"5";"IGCFI";"1";"Gross cash farm income";"88";"1";"";"False";"";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"5";"INFI";"2";"Net farm income";"88";"2";"";"False";"";"Net farm income indicates the profit or loss associated with current production.  It represents the return (both monetary and non-monetary) to farm operators for their labor, management and capital, after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.  "
"FINANCE";"5";"KDEBT";"0";"Number of farms with debt";"15";"0";"";"False";"";"Share of farms that reported notes payable on December 31."
"FINANCE";"5";"KOUNT";"-1";"Farms";"15";"-1";"";"False";"";"Estimated number of farms."
"FINANCE";"6";"ACRESCCP";"115";"Average acres operated per farm";"3";"";"0";"False";"13";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESCNSV";"61";"Average acres operated per farm";"3";"";"0";"False";"7";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESDCP";"97";"Average acres operated per farm";"3";"";"0";"False";"11";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESDP";"106";"Average acres operated per farm";"3";"";"0";"False";"12";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESG";"21";"Average acres operated per farm";"3";"";"0";"False";"3";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESGT";"19";"Total number of acres";"18";"";"0";"False";"3";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESMLB";"124";"Average acres operated per farm";"3";"";"0";"False";"14";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESN";"13";"Average acres operated per farm";"3";"";"0";"False";"2";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESNT";"11";"Total number of acres";"18";"";"0";"False";"2";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESOTH";"133";"Average acres operated per farm";"3";"";"0";"False";"15";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESPRG";"88";"Average acres operated per farm";"3";"";"0";"False";"10";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESRLP";"70";"Average acres operated per farm";"3";"";"0";"False";"8";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACREST";"5";"Average acres operated per farm";"3";"";"0";"False";"1";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESTOT";"3";"Total number of acres";"18";"";"0";"False";"1";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"ACRESWLP";"79";"Average acres operated per farm";"3";"";"0";"False";"9";"The number of acres owned by the operation plus the number of acres rented from others minus the number of acres rented to others."
"FINANCE";"6";"COMMPAY1";"31";"Commodity crop payments";"2";"";"1";"False";"4";"Commodity crop program payments to producers are the sum of Direct Payments, Countercyclical payments, and Marketing Loan Benefits."
"FINANCE";"6";"COMMPAY2";"53";"Commodity crop payments";"4";"";"1";"False";"6";"Commodity crop program payments to producers are the sum of Direct Payments, Countercyclical payments, and Marketing Loan Benefits."
"FINANCE";"6";"COMMPAY3";"90";"Average commodity crop program payment received per farm";"2";"";"0";"False";"10";"Commodity crop program payments to producers are the sum of Direct Payments, Countercyclical payments, and Marketing Loan Benefits."
"FINANCE";"6";"COMMPAYT";"43";"Commodity crop payments";"34";"";"1";"False";"5";"Commodity crop program payments to producers are the sum of Direct Payments, Countercyclical payments, and Marketing Loan Benefits."
"FINANCE";"6";"CONSPAY1";"28";"Conservation payments";"2";"";"1";"False";"4";"Conservation program payments are the sum of payments made to farmers from Land Retirement Programs and Working Lands Programs."
"FINANCE";"6";"CONSPAY2";"50";"Conservation payments";"4";"";"1";"False";"6";"Conservation program payments are the sum of payments made to farmers from Land Retirement Programs and Working Lands Programs."
"FINANCE";"6";"CONSPAY3";"63";"Average conservation program payment received per farm";"2";"";"0";"False";"7";"Conservation program payments are the sum of payments made to farmers from Land Retirement Programs and Working Lands Programs."
"FINANCE";"6";"CONSPAYT";"40";"Conservation payments";"34";"";"1";"False";"5";"Conservation program payments are the sum of payments made to farmers from Land Retirement Programs and Working Lands Programs."
"FINANCE";"6";"DPCCP3";"99";"Average DCCP program payment received per farm";"2";"";"0";"False";"11";"The DCCP payment is the sum of direct and countercyclical payments paid to producers by the Direct Counter-Cyclcal Program."
"FINANCE";"6";"FSALES";"6";"Average gross farm sales per farm";"2";"";"0";"False";"1";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESCCP";"116";"Average gross farm sales per farm";"2";"";"0";"False";"13";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESCNSV";"62";"Average gross farm sales per farm";"2";"";"0";"False";"7";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESDCP";"98";"Average gross farm sales per farm";"2";"";"0";"False";"11";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESDP";"107";"Average gross farm sales per farm";"2";"";"0";"False";"12";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESG";"22";"Average gross farm sales per farm";"2";"";"0";"False";"3";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESGT";"20";"Total farm sales";"34";"";"0";"False";"3";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESMLB";"125";"Average gross farm sales per farm";"2";"";"0";"False";"14";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESN";"14";"Average gross farm sales per farm";"2";"";"0";"False";"2";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESNT";"12";"Total farm sales";"34";"";"0";"False";"2";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESOTH";"134";"Average gross farm sales per farm";"2";"";"0";"False";"15";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
"FINANCE";"6";"FSALESPRG";"89";"Average gross farm sales per farm";"2";"";"0";"False";"10";"Gross cash income is the total amount of cash received by the farm operations from the sale of agricultural products, services rendered, or government payments received during a given calendar year.  Gross cash income of farm operations excludes the value of products provided to landlords under share rental arrangements and any government payments received by landlords.  Commodities produced or marketed through contractual arrangements are treated separately so as to properly account for income and expenses associated with the farm operation."
